title,url,publishedAt
《主见证的完全恢复》 -史百克,https://www.youtube.com/watch?v=hyX3fjKaxP0,2024-08-17T14:19:37Z
《佳美的脚踪》 - 期刊,https://www.youtube.com/watch?v=62B9fDzy0sg,2024-08-17T14:08:18Z
"""講道記錄第118篇-被附,着迷,和神的光"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=VmXPydf6vPQ,2024-08-17T04:00:19Z
"《基督,教会和神永恒的旨意》 - 史百克",https://www.youtube.com/watch?v=VQLttUzu7uU,2024-08-16T04:43:35Z
"""講道記錄第117篇-着迷與得見光"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=TJDO5fFReLs,2024-08-16T04:00:19Z
"""講道記錄第116篇-預嘗來世諸般的權能"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=h7Powaz_d6E,2024-08-15T04:00:36Z
《上面来的呼召》 - 史百克,https://www.youtube.com/watch?v=odXAyjIntn4,2024-08-15T00:53:24Z
"""講道記錄第115篇-意志與生命的律"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=oTTjyRDOKCY,2024-08-14T04:00:36Z
"《祷告,智慧,⼗字架》 -史百克",https://www.youtube.com/watch?v=Uhr4xllI3dg,2024-08-13T18:29:47Z
"""講道記錄第114篇-教會所受的攻擊"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=jN0Jz0iOsS4,2024-08-13T04:00:33Z
"""講道記錄第113篇-生命的爭戰"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=7NcT2_LpkBo,2024-08-12T04:00:04Z
《基督徒的心路历程》 - 史百克,https://www.youtube.com/watch?v=GwzAeOH-d3M,2024-08-12T03:43:54Z
《基督耶稣的称位》 - 史百克,https://www.youtube.com/watch?v=WHKpD0Kh4q4,2024-08-12T03:10:29Z
"""講道記錄第112篇-神的光與人的分析"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=yS1A-0Dd3QU,2024-08-11T04:00:39Z
《默想约翰福音》 - 史百克,https://www.youtube.com/watch?v=Fu8dbcTKhc0,2024-08-10T11:57:24Z
"""講道記錄第111篇-不愛自己的生命"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=gvqt71WJR94,2024-08-10T04:00:28Z
《属灵的领袖》 - 史百克,https://www.youtube.com/watch?v=KAJRwOn-WTU,2024-08-10T00:45:58Z
"""講道記錄第110篇-與主一同軟弱"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=8tZTs1jM7cI,2024-08-09T04:00:09Z
《⼗字架的中⼼性与宇宙性》 - 史百克,https://www.youtube.com/watch?v=QeDvt9fvCRE,2024-08-08T12:14:33Z
"""講道記錄第109篇-基督徒生活的原則"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=GI8iKRNVsug,2024-08-08T04:00:10Z
《恢复主完全的见证》 - 史百克,https://www.youtube.com/watch?v=pmM1FbgcLi8,2024-08-08T02:08:14Z
史百克小传,https://www.youtube.com/watch?v=LPf5QA5VzJQ,2024-08-07T11:07:46Z
"""講道記錄第108篇-基督徒生活的能力"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=vYH4PdhLbbs,2024-08-07T04:00:47Z
"""講道記錄第107篇-供應生命的職事"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=bzOSD2roDYI,2024-08-06T04:00:22Z
《属灵的看见》 - 史百克,https://www.youtube.com/watch?v=E8azz_EKWk0,2024-08-06T00:33:42Z
"""講道記錄第106篇-身體的職事"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=OVt3IVXPJXQ,2024-08-05T04:00:17Z
"""講道記錄第105篇-身體的豐富"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=3egVr7YDNvk,2024-08-04T04:00:03Z
"""講道記錄第104篇-身體的原則"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=u71z3ZMEhVo,2024-08-03T04:00:42Z
"""講道記錄第103篇-身體的規矩"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=MYXVSSFH4q0,2024-08-02T04:00:12Z
"""講道記錄第102篇-身體的受膏"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=z55K_0iRxso,2024-08-01T04:00:47Z
"""講道記錄第101篇-身體的權柄"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=ZgpX6DDO3G4,2024-07-31T04:00:32Z
"""講道記錄第100篇-身體的覆庇,約束和職事"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=Y3vPq1HaPm0,2024-07-30T04:00:32Z
"""講道記錄第99篇-身體的供應"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=cf-1OQ1P8v8,2024-07-29T04:00:32Z
"""講道記錄第98篇-信徒與肢體的分別"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=OdWLmdH6k1k,2024-07-28T04:00:14Z
"""講道記錄第97篇-基督的身體"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=p48V3fUoGOE,2024-07-27T04:00:35Z
"""講道記錄第96篇-基督的奧祕"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=v_tMRxs7vkM,2024-07-26T04:00:42Z
"""講道記錄第95篇-教會的地位與責任"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=1A2ge_py170,2024-07-25T04:00:00Z
"""講道記錄第94篇-撒但國度的組織,目的和方法"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=Y7D_WjDqp0M,2024-07-24T04:00:19Z
《歌中的歌 诗歌》-倪柝声 第 12 章,https://www.youtube.com/watch?v=Wmrf1TeXGFE,2024-07-23T04:00:19Z
"""講道記錄第93篇-主的工作"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=Kd23IG7NPuw,2024-07-23T04:00:11Z
"""講道記錄第92篇-人的墮落"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=hv6GEz-bwG0,2024-07-22T04:00:20Z
《歌中的歌 诗歌》-倪柝声 第 11 章,https://www.youtube.com/watch?v=COPgO01IIKs,2024-07-22T04:00:05Z
"""講道記錄第91篇-神造人的目的"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=zDP8FA5PWA4,2024-07-21T04:00:36Z
《歌中的歌 诗歌》-倪柝声 第 10 章,https://www.youtube.com/watch?v=9Z4Q_-PXVYk,2024-07-21T04:00:06Z
《歌中的歌 诗歌》-倪柝声 第 9 章,https://www.youtube.com/watch?v=ckuQdWeEEYw,2024-07-20T04:00:29Z
"""講道記錄第90篇-天使的背叛"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=EUm8GHxaNhM,2024-07-20T04:00:07Z
《歌中的歌 诗歌》-倪柝声 第 8 章,https://www.youtube.com/watch?v=fmXYk3mVTw4,2024-07-19T04:00:33Z
《歌中的歌 诗歌》-倪柝声 第 7 章,https://www.youtube.com/watch?v=JEtKyG4w_Co,2024-07-19T04:00:20Z
"""講道記錄第89篇-神的兒子與基督"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=8O1NX2fKbW8,2024-07-19T04:00:04Z
"""内在⽣活"" - 慕安德烈",https://www.youtube.com/watch?v=88ECqf6n-Lw,2024-07-18T11:34:56Z
《歌中的歌 诗歌》-倪柝声 第 6 章,https://www.youtube.com/watch?v=sw-j_olqcA8,2024-07-18T04:00:38Z
"""講道記錄第88篇-神永遠的旨意是什麼"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=qNvvwXnP-nU,2024-07-18T04:00:35Z
《在基督里长进》 卷2 - 王国显,https://www.youtube.com/watch?v=-_-p7do0Vro,2024-07-18T01:32:31Z
《在基督里长进》 卷 1 - 王国显,https://www.youtube.com/watch?v=Y8VrXd2zHVA,2024-07-17T23:40:47Z
《在基督里长进》 卷 3 - 王国显,https://www.youtube.com/watch?v=vksJf5cEIpY,2024-07-17T23:36:09Z
"""講道記錄第87篇發表神旨意的禱告"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=xzvfopI1LDA,2024-07-17T04:00:44Z
《歌中的歌 诗歌》-倪柝声 第 5 章,https://www.youtube.com/watch?v=CTmyrqtO-Ss,2024-07-17T04:00:11Z
《歌中的歌 诗歌》-倪柝声 第 4 章,https://www.youtube.com/watch?v=s35B_SE2CCM,2024-07-16T04:00:36Z
"""講道記錄第86篇-釋題"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=0NBTZXUmd3I,2024-07-16T04:00:01Z
《忏悔录》 卷 2 - 奥古斯丁,https://www.youtube.com/watch?v=MSZuYB0fIRk,2024-07-16T02:35:34Z
《忏悔录》 卷 1 - 奥古斯丁,https://www.youtube.com/watch?v=pJs-g2hJujQ,2024-07-15T12:51:43Z
《歌中的歌 诗歌》-倪柝声 第 3 章,https://www.youtube.com/watch?v=u4Kwjb8NnE8,2024-07-15T04:00:36Z
"""講道記錄第85篇-談財物奉獻"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=RrWeg5S-6e0,2024-07-15T04:00:18Z
"""講道記錄第84篇-五種的赦免"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=yW8MywO3ldU,2024-07-14T04:00:39Z
《歌中的歌 诗歌》-倪柝声 第 2 章,https://www.youtube.com/watch?v=3XixZqOiLPA,2024-07-14T04:00:04Z
《歌中的歌 诗歌》-倪柝声 第1章,https://www.youtube.com/watch?v=jXkiHVYyVU8,2024-07-13T04:00:33Z
"""講道記錄第83篇-學習十字架的功課"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=fMM61glxVGo,2024-07-13T04:00:32Z
《亚伯拉罕以撒雅各的神》-倪柝声 第 12 章,https://www.youtube.com/watch?v=cAUD_2Wre-c,2024-07-12T04:00:32Z
"""講道記錄第82篇-基督耶穌的心(二)"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=_1l11dcZoEA,2024-07-12T04:00:29Z
《圣经难题汇编》 卷 B- 艾基新博士,https://www.youtube.com/watch?v=bRhTUu09n00,2024-07-12T03:30:43Z
"""講道記錄第81篇-基督耶穌的心(一)"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=PDoOZ7mf4As,2024-07-11T04:00:26Z
《亚伯拉罕以撒雅各的神》-倪柝声 第 11 章,https://www.youtube.com/watch?v=L4gDN3to2L8,2024-07-11T04:00:10Z
"""圣经难题汇编"" - 艾基新博士",https://www.youtube.com/watch?v=GWWGOTH3rtI,2024-07-11T03:20:58Z
"""講道記錄第80篇-神就是光"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=tSmV9nKvFGI,2024-07-10T04:00:39Z
《亚伯拉罕以撒雅各的神》-倪柝声 第 10 章,https://www.youtube.com/watch?v=XyH-upAOS7Y,2024-07-10T04:00:19Z
"""講道記錄第79篇-得勝的道路"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=sGeiK03BUg4,2024-07-09T04:00:37Z
《亚伯拉罕以撒雅各的神》-倪柝声 第 9 章,https://www.youtube.com/watch?v=IGOEXKNG470,2024-07-09T04:00:18Z
《亚伯拉罕以撒雅各的神》-倪柝声 第 8 章,https://www.youtube.com/watch?v=Zk9Um2XHCpA,2024-07-08T04:00:22Z
"""講道記錄第78篇-得勝的生命"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=fbnWGywSMvw,2024-07-08T04:00:20Z
"""講道記錄第77篇-神如何成功他的目的(二)"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=IUWOZwC5-OI,2024-07-07T04:00:14Z
《亚伯拉罕以撒雅各的神》-倪柝声 第 7 章,https://www.youtube.com/watch?v=6XbyABMs5FA,2024-07-07T04:00:02Z
"""講道記錄第76篇-神如何成功他的目的(一)"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=zrf1YCAMNB0,2024-07-06T04:00:39Z
《亚伯拉罕以撒雅各的神》-倪柝声 第 6 章,https://www.youtube.com/watch?v=R3LgQ2GyVes,2024-07-06T04:00:13Z
"""講道記錄第75篇-山上的啓示"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=v5h-fAEmS70,2024-07-05T04:00:39Z
《亚伯拉罕以撒雅各的神》-倪柝声 第 5 章,https://www.youtube.com/watch?v=Y7Arf3Ew_dY,2024-07-05T04:00:17Z
"中文圣经 - (和合本) 诗篇, 箴言, 传道书",https://www.youtube.com/watch?v=y2pwFfqr7gc,2024-07-04T06:26:53Z
"中文圣经 - (和合本) 雅歌, 以赛亚书",https://www.youtube.com/watch?v=fCkN8S9fxtE,2024-07-04T05:54:19Z
《亚伯拉罕以撒雅各的神》-倪柝声 第 4 章,https://www.youtube.com/watch?v=_X7SkhrEPAU,2024-07-04T04:00:20Z
"""講道記錄第74篇-活的信心"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=0CvaxbytSAQ,2024-07-04T04:00:00Z
"中文圣经 - (和合本) 哥林多前书,哥林多后书,加拉太书,以弗所书,腓立比书,歌罗西书,帖撒罗尼迦前书,帖撒罗尼迦后书,提摩太前书,提摩太后书,提多书,腓利门书",https://www.youtube.com/watch?v=t8pqTeODriw,2024-07-04T00:07:57Z
"中文圣经 - (和合本) 希伯来书,雅各书,彼得前书,彼得后书,约翰一,二,三书,犹大书,启示录",https://www.youtube.com/watch?v=s76IOUmTMoI,2024-07-03T23:10:30Z
"中文圣经 - (和合本) 以斯拉记,尼希米记,以斯帖记,约伯记",https://www.youtube.com/watch?v=tY5W6jU-m3A,2024-07-03T10:02:45Z
《亚伯拉罕以撒雅各的神》-倪柝声 第3章,https://www.youtube.com/watch?v=h_9vwvvl8mw,2024-07-03T04:00:24Z
"""講道記錄第73篇‘算’"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=6WtGC6iQfK4,2024-07-03T04:00:07Z
"中文圣经 - (和合本) 耶利米书,耶利米哀歌,以西结书",https://www.youtube.com/watch?v=_wJukktpA98,2024-07-02T12:43:56Z
《亚伯拉罕以撒雅各的神》-倪柝声 第2章,https://www.youtube.com/watch?v=wNlFeN09wdk,2024-07-02T04:00:36Z
"""講道記錄第72篇-基督的死與復活(二)"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=pbgJ8c6XtiY,2024-07-02T04:00:35Z
"中文圣经 - (和合本) 历代志上, 历代志下",https://www.youtube.com/watch?v=8J4Nk1lRbak,2024-07-02T03:09:06Z
"中文圣经 - (和合本) 马太福音, 马可福音",https://www.youtube.com/watch?v=nT5c11Jrpzw,2024-07-01T11:25:47Z
《亚伯拉罕以撒雅各的神》-倪柝声,https://www.youtube.com/watch?v=woX5C-pGwG0,2024-07-01T04:00:39Z
"""講道記錄第71篇-基督的死與復活(一)"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=LAh7_t3ATzE,2024-07-01T04:00:12Z
"中文圣经 - (和合本) 申命记, 使徒行传, 罗马书",https://www.youtube.com/watch?v=JOSZwCH5YLc,2024-07-01T03:10:41Z
"中文圣经 - (和合本) 列王纪上, 列王纪下",https://www.youtube.com/watch?v=JXWvsQZm650,2024-06-30T20:58:32Z
"中文圣经 - (和合本) 申命记, 约书亚记, 士师记",https://www.youtube.com/watch?v=qD53K6VJ_u0,2024-06-30T11:15:52Z
"中文圣经 - (和合本) 但以理书, 何西阿书, 约珥书, 阿摩司书, 俄巴底亚书, 约拿书, 弥迦书, 那鸿书, 哈巴谷书, 西番雅书, 哈该书, 撒迦利亚书, 玛拉基书",https://www.youtube.com/watch?v=KQr2tU2b3Qs,2024-06-30T10:18:42Z
"""講道記錄第70篇-赦罪與稱義"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=oEisg_cdosw,2024-06-30T04:00:24Z
《马太福音查经记录》-倪柝声 第二十五章,https://www.youtube.com/watch?v=H1DZ6eY142g,2024-06-30T04:00:11Z
中文圣经 - (和合本) 路得记 撒母耳记上/下,https://www.youtube.com/watch?v=HPUzVqphtEU,2024-06-30T00:26:41Z
"""講道記錄第69篇-倪弟兄出國餞行飯後談話"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=wCzAqDJpAKI,2024-06-29T04:00:38Z
《马太福音查经记录》-倪柝声 第二十四章,https://www.youtube.com/watch?v=G6i5Lwx_E_k,2024-06-29T04:00:07Z
中文圣经 - (和合本) 路加福音 约翰福音,https://www.youtube.com/watch?v=wjNBAl4ha80,2024-06-29T00:03:13Z
中文圣经  (和合本) 利未记  民数记,https://www.youtube.com/watch?v=ClIFr7C7Grs,2024-06-28T20:18:56Z
中文圣经 - (和合本) 创世记 出埃及记,https://www.youtube.com/watch?v=fU6YBezZi2Y,2024-06-28T12:27:58Z
"""講道記錄第68篇-地方教會之見證的外表與作法"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=YPV5z57t5tE,2024-06-28T04:00:18Z
《马太福音查经记录》-倪柝声 第二十三章,https://www.youtube.com/watch?v=2In4jkXJHXY,2024-06-28T04:00:03Z
"""講道記錄第67篇-神的愛,憐憫,恩典與公義"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=XQD_CIqlL3k,2024-06-27T04:00:27Z
《马太福音查经记录》-倪柝声 第二十二章,https://www.youtube.com/watch?v=aP2WvT9HI-o,2024-06-27T04:00:01Z
《马太福音查经记录》-倪柝声 第二十一章,https://www.youtube.com/watch?v=wqIViDACdis,2024-06-26T04:00:39Z
"""講道記錄第66篇-人,罪人,罪與諸罪"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=YCGsGYrjM4U,2024-06-26T04:00:31Z
《马太福音查经记录》-倪柝声 第二十章,https://www.youtube.com/watch?v=_NjnaFpWkyw,2024-06-25T04:00:32Z
"""講道記錄第65篇-神打斷人的話"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=3ya_tTbSPzI,2024-06-25T04:00:03Z
"""講道記錄第64篇-耶穌基督的啓示"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=xe_XV9sXfcE,2024-06-24T04:00:37Z
《马太福音查经记录》-倪柝声 第十九章,https://www.youtube.com/watch?v=298HXTPwqCE,2024-06-24T04:00:01Z
属灵人(上册) - 倪柝声,https://www.youtube.com/watch?v=wweFENMmU3w,2024-06-23T04:17:34Z
"""講道記錄第62篇-談話記錄(三)"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=oW3kjWP--lw,2024-06-23T04:00:34Z
《马太福音查经记录》-倪柝声 第十八章,https://www.youtube.com/watch?v=ImLe5-A4ypg,2024-06-23T04:00:08Z
权柄与顺服 - 倪柝声,https://www.youtube.com/watch?v=xwgujv1OWJQ,2024-06-22T11:24:57Z
《马太福音查经记录》-倪柝声 第十七章,https://www.youtube.com/watch?v=oh_fNZnZ7qk,2024-06-22T04:00:28Z
"""講道記錄第61篇-談話記錄(二)"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=A7O9xBAyknQ,2024-06-22T04:00:05Z
正常基督徒的生活 - 倪柝声,https://www.youtube.com/watch?v=e-aNEQw6xd0,2024-06-21T11:58:43Z
不要爱世界 - 倪柝声,https://www.youtube.com/watch?v=Ta-NwJvX7JM,2024-06-21T11:40:11Z
《马太福音查经记录》-倪柝声 第十六章,https://www.youtube.com/watch?v=xfhV8GfIAAg,2024-06-21T04:00:40Z
"""講道記錄第60篇-背起自己的十字架"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=B3ZgD_wRs-4,2024-06-21T04:00:08Z
与神同在  -  劳伦斯,https://www.youtube.com/watch?v=cwrFWGCViYA,2024-06-20T12:58:44Z
《马太福音查经记录》-倪柝声 第十五章,https://www.youtube.com/watch?v=hc8R9FESjZY,2024-06-20T04:00:33Z
"""講道記錄第59篇-如何經歷得勝的生命(二)"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=bkVUEJSONUM,2024-06-20T04:00:18Z
"""講道記錄第57篇-以弗所書分段略解"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=Nk9pMv-LGS8,2024-06-19T04:00:24Z
"""講道記錄第58篇-如何經歷得勝的生命(一)"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=Jyz898IjDFU,2024-06-19T04:00:11Z
《马太福音查经记录》-倪柝声 第十四章,https://www.youtube.com/watch?v=-wNjSaPo3NQ,2024-06-19T04:00:00Z
《与神同在》 - 劳伦斯 Lawrence,https://www.youtube.com/watch?v=xHa-XLyliVw,2024-06-18T20:49:50Z
天路历程-本仁约翰  John Bunyan,https://www.youtube.com/watch?v=1CsygGs4ig0,2024-06-18T09:35:28Z
"""講道記錄第58篇-如何經歷得勝的生命"" - 倪柝聲講道記錄",https://www.youtube.com/watch?v=xrrlQEYf5R8,2024-06-18T04:00:37Z
《马太福音查经记录》-倪柝声 第十三章,https://www.youtube.com/watch?v=1ES0K1EuBIU,2024-06-18T04:00:00Z
