Index,Playlist ID,Name,Video Count,Published At
"50","PLxEb-oSdCpBDgqcwVTD8qObP2YmeHgHOi","《恶心》  - 让—保罗.萨特","2","2024-07-21T02:49:00Z"
"51","PLxEb-oSdCpBDmQ9-zondtLt-tt7S68tsX","《复活》  列夫·托尔斯泰","3","2024-07-20T20:39:52Z"
"52","PLxEb-oSdCpBDHY4tL53GB1VMbOzY7hSKi","《第二十二条军规》- 约瑟夫·海勒","2","2024-07-19T12:47:55Z"
"53","PLxEb-oSdCpBCNNbX8yHD5yaRTLWtAwIaI","《癌症楼》  - 亚历山大·索尔仁尼琴","3","2024-07-17T10:20:39Z"
"54","PLxEb-oSdCpBDSCi8RACZTSdBL4Wz2xff2","飘 - 玛格丽特-米切尔著","1","2024-07-16T03:02:04Z"
"55","PLxEb-oSdCpBDdDRnMAOFTfA59iZqC4s_f","《罪与罚》  - 陀思妥·耶夫斯基","3","2024-07-16T02:45:02Z"
"56","PLxEb-oSdCpBBjIYVCwUu-1UTJ7S60ht1Q","世界名著百部","153","2024-07-10T02:34:05Z"
"57","PLxEb-oSdCpBDDF7BGnQiobUCM2oUEA9-j","中文圣经 - (和合本)2024","16","2024-07-06T21:54:07Z"
"58","PLxEb-oSdCpBB1UdbhA48CN0ov_vOs74jc","《梦的释译》 - 西格蒙德·弗洛伊德","5","2024-07-04T21:43:44Z"
"59","PLxEb-oSdCpBCGKPXz6FnV9QOZwFOfuF3Z","《金瓶梅》 - 蘭陵笑笑生　2024","10","2024-07-01T02:34:44Z"
"60","PLxEb-oSdCpBCrRkLio47MjiZoscIax7hy","中英文圣经","67","2024-03-10T17:59:07Z"
"61","PLxEb-oSdCpBDbNUhn9BB3Ydg2xI9aKpSj","Chinese English Bible","67","2024-03-10T17:58:39Z"
"62","PLxEb-oSdCpBB5QspfQhJBqOFe_ItEekwE","中文圣经","66","2024-03-06T03:19:12Z"
"63","PLxEb-oSdCpBA99V4nRw6WPZv8hvEwAqSF","Bible Full Book Chinese","67","2024-03-06T03:18:52Z"
"64","PLxEb-oSdCpBBwRy8QQikWbj7vvUQLhdba","Bible Full Book Chinese and English","22","2024-02-20T12:46:49Z"
"65","PLxEb-oSdCpBDyfSQTL2o_x-OvQx2bAcoS","US Court Cases","10","2024-02-18T22:21:11Z"
"66","PLxEb-oSdCpBCns-LDcXamnudSPPiFfS-_","路加福音","24","2024-02-04T23:10:54Z"
"67","PLxEb-oSdCpBCOPza6p9V1FX3AZGr2i2VO","《馬可福音》- Gospel of Mark","16","2024-01-27T18:49:41Z"
"68","PLxEb-oSdCpBBw0YcK1OdYs1FXPJqOdYbi","聖經-箴言 - Proverbs","31","2024-01-27T16:28:03Z"
"69","PLxEb-oSdCpBAb_UU6P4g65Q9W0S3BqGjz","馬太福音 - Matthew","28","2024-01-24T01:57:01Z"
"70","PLxEb-oSdCpBBqKqT_bhDKfBrlyx2CslUs","創世紀 -Genesis","50","2024-01-13T21:59:19Z"
"71","PLxEb-oSdCpBDDX83PxcymBwZpHXFJ7h7X","聖經--Bible","149","2024-01-13T21:58:55Z"
"72","PLxEb-oSdCpBDG7TWSrh3RtiG_fADNDrg5","倪柝聲 Watchman Nee","1","2024-01-01T04:54:35Z"
"73","PLxEb-oSdCpBCmySLLnaF0o3ThpN_20fpn","聖經人物","10","2023-12-22T20:34:15Z"
"74","PLxEb-oSdCpBCYGIQrXuDYTNSwYEt7pITT","約翰福音","1","2023-12-03T03:20:11Z"
"75","PLxEb-oSdCpBCvukcHTjT7M0Yb-8iM0d-n","中英聖經雙語對照朗讀","2","2023-11-28T18:01:35Z"
"76","PLxEb-oSdCpBCOHuf-U6JBA6jrySNVrBZo","《大唐狄公案》-高羅佩","5","2023-11-10T11:37:32Z"
"77","PLxEb-oSdCpBD8OSKG7VkDMfp7CcjG6ss_","《春阿氏謀夫案》-冷佛清","1","2023-11-09T11:58:37Z"
"78","PLxEb-oSdCpBD51J7rE1GrjrDLxj4I5bQ7","《彭公案》-貪夢道人","6","2023-11-07T12:56:20Z"
"79","PLxEb-oSdCpBBskO1CToa4nO6_nj2V4nGA","《包公案》-安遇時","2","2023-11-02T00:44:44Z"
"80","PLxEb-oSdCpBDyfwIkxG1jGjiewF99hw16","《百家公案》-明代公案小說","2","2023-11-01T22:15:11Z"
"81","PLxEb-oSdCpBCE0KqjMSSvQfQJ_A7zW-HY","《發財祕訣》-吳沃堯","1","2023-11-01T01:22:10Z"
"82","PLxEb-oSdCpBAnjyDLBOrfaOUuWHW1uInP","《負曝閒談》-歐陽巨源","1","2023-11-01T00:55:17Z"
"83","PLxEb-oSdCpBBde8a1ZF7DqctrDx66qNKJ","《歧路燈》第1部-清朝李綠園","4","2023-10-30T22:22:22Z"
"84","PLxEb-oSdCpBDO5E-QdTm1L6BuNXVi2f3s","水滸後傳-陳忱.","2","2023-10-30T02:44:17Z"
"85","PLxEb-oSdCpBDkkZEud87mzQpJYesVCzhR","《今古奇觀》第1部-抱甕老人","7","2023-10-27T02:38:28Z"
"86","PLxEb-oSdCpBCRoXhF-eb-iCjcXXO8W4jY","《廿載繁華夢》-歐陽鉅源，黃世仲","2","2023-10-27T01:13:32Z"
"87","PLxEb-oSdCpBAzGSuKbChGkgpywxbs7Luo","《孽海花》-曾樸","1","2023-10-26T19:48:03Z"
"88","PLxEb-oSdCpBCyiA_BOZNfT_qrlQWHSXhQ","譴責小說","32","2023-10-26T10:49:40Z"
"89","PLxEb-oSdCpBDCQAOxaOwqylBbpKHLU3Mj","《老殘遊記》-劉鶚","3","2023-10-26T10:48:32Z"
"90","PLxEb-oSdCpBBg2ifbRhq2Dcs0sgs0Dj0i","《二十年目睹之怪現狀》-吳趼人。","4","2023-10-26T02:19:37Z"
"91","PLxEb-oSdCpBAKSv5J5DUUQ8o1NqnVj1jX","《官場現形記》第1部-李寶嘉","5","2023-10-24T19:42:32Z"
"92","PLxEb-oSdCpBDTOYi8zLl2Ihttlk9A1n5p","《儒林外史》-吳敬梓","3","2023-10-24T15:06:52Z"
"93","PLxEb-oSdCpBDOoGCtcN4NHkKQ8LWbM-8R","永慶昇平前傳","3","2023-10-23T03:11:33Z"
"94","PLxEb-oSdCpBDS4NV65IWcln9zbXG81szM","楊家將","2","2023-10-23T00:07:34Z"
"95","PLxEb-oSdCpBC9zjoOidHee0skHH9rmyjM","隋唐演義","4","2023-10-21T22:01:18Z"
"96","PLxEb-oSdCpBCaD99BB0DtOBb-EKOiBlUK","乾隆遊江南","3","2023-10-21T16:14:52Z"
"97","PLxEb-oSdCpBDvRuhVG1qpHLqCXOu66Dji","民間文學","2","2023-10-21T13:09:36Z"
"98","PLxEb-oSdCpBCC1NyRCjDW03f9KAwZ4vY1","唐詩三百首","2","2023-10-21T11:55:03Z"
"99","PLxEb-oSdCpBCqjdZMc5uDmcGCH4qm3dD0","二刻拍案驚奇","3","2023-10-21T02:54:23Z"
"100","PLxEb-oSdCpBCdUsBVT3S6UX-0663ZoznF","初刻拍案驚奇","3","2023-10-20T23:26:41Z"
"101","PLxEb-oSdCpBCMu8OoimTXxNMLFMB67fCf","-淩濛初","6","2023-10-20T23:26:18Z"
"102","PLxEb-oSdCpBDqTXbjsv3NF9bcTdtD1zH7","孫子兵法","1","2023-10-20T22:09:23Z"
"103","PLxEb-oSdCpBA9YC0T5LRFjANehMEaC44O","金瓶梅","10","2023-10-19T17:37:35Z"
"104","PLxEb-oSdCpBBQF0ejqJjgVF0cdRslNG_H","醒世恆言","4","2023-10-19T09:48:02Z"
"105","PLxEb-oSdCpBC_fnlN3Cw1njFQp3qGQA7c","警世通言","3","2023-10-19T00:12:11Z"
"106","PLxEb-oSdCpBAX_UYH5_MK40kUe67nAm9Z","馮夢龍","10","2023-10-18T22:14:29Z"
"107","PLxEb-oSdCpBAlptxSH3gyiaPyZKx4JU52","喻世明言","3","2023-10-18T22:14:06Z"
"108","PLxEb-oSdCpBAS2vJ-_-BSwxQ5q63Sb_CY","詩詞集","1","2023-10-17T16:33:09Z"
"109","PLxEb-oSdCpBCiq25sMNwaGKtFvRAGZ5dG","古代雜家","1","2023-10-17T15:33:21Z"
"110","PLxEb-oSdCpBB_ozn4O_ObI5qDVrpcuwvC","韓非子","3","2023-10-17T02:57:34Z"
"111","PLxEb-oSdCpBC7aLaMlt_PCOFtZ429j1yd","西遊記","5","2023-10-16T10:35:53Z"
"112","PLxEb-oSdCpBDVL0HCxHDmmeK9MZ-YyOF8","三國演義","5","2023-10-16T00:10:49Z"
"113","PLxEb-oSdCpBAdcQuYOB7zZ2l2Bof-uoFI","诸子百家","4","2023-10-16T00:02:30Z"
"114","PLxEb-oSdCpBB981Rx31jcJ7z6dywZSWdQ","水滸傳","6","2023-10-15T13:03:09Z"
"115","PLxEb-oSdCpBCVFg1z0R8alYXXHQFG5hL6","國學啟蒙","3","2023-10-14T20:26:55Z"
"116","PLxEb-oSdCpBB_0XxSW9856CTwOP27Zz1y","紅樓夢","13","2023-10-14T13:21:18Z"
